State, Facility Name, Facility ID (ORISPL), Unit ID, Year, Source Category, Facility Latitude, Facility Longitude, Owner, Operator, Unit Type, Fuel Type (Primary), Fuel Type (Secondary), Commercial Operation Date, Operating Status, Max Hourly HI Rate (MMBtu/hr)
IN,Montpelier Electric Gen Station,55229,G4CT1,2020,Electric Utility,40.6206,-85.3057,"Montpelier Generating Station, LLC","Montpelier Generating Station, LLC",Combustion turbine,Pipeline Natural Gas,Diesel Oil,6/1/2001,Operating,305.2
IN,Montpelier Electric Gen Station,55229,G4CT2,2020,Electric Utility,40.6206,-85.3057,"Montpelier Generating Station, LLC","Montpelier Generating Station, LLC",Combustion turbine,Pipeline Natural Gas,Diesel Oil,6/1/2001,Operating,306.9
IN,Noblesville,1007,CT3,2020,Electric Utility,40.0969,-85.9714,"Duke Energy Indiana, LLC","Duke Energy Indiana, LLC",Combined cycle,Pipeline Natural Gas,,4/17/2003,Operating,833.9
IN,Noblesville,1007,CT4,2020,Electric Utility,40.0969,-85.9714,"Duke Energy Indiana, LLC","Duke Energy Indiana, LLC",Combined cycle,Pipeline Natural Gas,,4/24/2003,Operating,833.9
IN,Noblesville,1007,CT5,2020,Electric Utility,40.0969,-85.9714,"Duke Energy Indiana, LLC","Duke Energy Indiana, LLC",Combined cycle,Pipeline Natural Gas,,5/11/2003,Operating,833.9
IN,Portside Energy,55096,BLR1,2020,Cogeneration,41.6317,-87.1728,Portside Energy LLC,Portside Energy LLC,Other boiler,Pipeline Natural Gas,,8/18/1997,Operating,260
IN,Portside Energy,55096,BLR2,2020,Cogeneration,41.6317,-87.1728,Portside Energy LLC,Portside Energy LLC,Other boiler,Pipeline Natural Gas,,8/18/1997,Operating,260
IN,Portside Energy,55096,CT,2020,Cogeneration,41.6317,-87.1728,Portside Energy LLC,Portside Energy LLC,Combustion turbine,Pipeline Natural Gas,,8/18/1997,Operating,498
IN,Purdue University-Wade Utility,50240,2,2020,Institutional,40.4172,-86.9117,Purdue University,Purdue University,Dry bottom wall-fired boiler,Pipeline Natural Gas,,,Operating,315
IN,Purdue University-Wade Utility,50240,3,2020,Institutional,40.4172,-86.9117,Purdue University,Purdue University,Other boiler,Natural Gas,Diesel Oil,,Operating,286
IN,Purdue University-Wade Utility,50240,5,2020,Institutional,40.4172,-86.9117,Purdue University,Purdue University,Circulating fluidized bed boiler,Coal,Natural Gas,,Operating,279
IN,Purdue University-Wade Utility,50240,7,2020,Institutional,40.4172,-86.9117,Purdue University,Purdue University,Other boiler,Natural Gas,,2/9/2012,Operating,290
IN,R Gallagher,1008,2,2020,Electric Utility,38.2636,-85.8381,"Duke Energy Indiana, LLC","Duke Energy Indiana, LLC",Dry bottom wall-fired boiler,Coal,Diesel Oil,12/1/1958,Operating,1540
IN,R Gallagher,1008,4,2020,Electric Utility,38.2636,-85.8381,"Duke Energy Indiana, LLC","Duke Energy Indiana, LLC",Dry bottom wall-fired boiler,Coal,Diesel Oil,3/1/1961,Operating,1590
IN,R M Schahfer Generating Station,6085,14,2020,Electric Utility,41.2175,-87.0239,Northern Indiana Public Service Company,Northern Indiana Public Service Company,Cyclone boiler,Coal,,12/31/1976,Operating,5350
IN,R M Schahfer Generating Station,6085,15,2020,Electric Utility,41.2175,-87.0239,Northern Indiana Public Service Company,Northern Indiana Public Service Company,Dry bottom wall-fired boiler,Coal,,10/31/1979,Operating,5900
IN,R M Schahfer Generating Station,6085,16A,2020,Electric Utility,41.2175,-87.0239,Northern Indiana Public Service Company,Northern Indiana Public Service Company,Combustion turbine,Pipeline Natural Gas,,12/31/1979,Operating,1490
IN,R M Schahfer Generating Station,6085,16B,2020,Electric Utility,41.2175,-87.0239,Northern Indiana Public Service Company,Northern Indiana Public Service Company,Combustion turbine,Pipeline Natural Gas,,12/31/1979,Operating,1450
IN,R M Schahfer Generating Station,6085,17,2020,Electric Utility,41.2175,-87.0239,Northern Indiana Public Service Company,Northern Indiana Public Service Company,Tangentially-fired,Coal,,4/28/1983,Operating,4950
IN,R M Schahfer Generating Station,6085,18,2020,Electric Utility,41.2175,-87.0239,Northern Indiana Public Service Company,Northern Indiana Public Service Company,Tangentially-fired,Coal,,2/14/1986,Operating,4950
IN,Richmond (IN),7335,RCT1,2020,Electric Utility,39.8383,-84.9665,Indiana Municipal Power Agency,Indiana Municipal Power Agency,Combustion turbine,Pipeline Natural Gas,Diesel Oil,5/1/1992,Operating,560
IN,Richmond (IN),7335,RCT2,2020,Electric Utility,39.8383,-84.9665,Indiana Municipal Power Agency,Indiana Municipal Power Agency,Combustion turbine,Pipeline Natural Gas,Diesel Oil,5/1/1992,Operating,560
IN,Rockport,6166,AB1,2020,Industrial Boiler,37.9256,-87.0372,"American Electric Power Company, Indiana Michigan Power Company",Indiana Michigan Power Company,Other boiler,Diesel Oil,,,Operating,603
IN,Rockport,6166,AB2,2020,Industrial Boiler,37.9256,-87.0372,Passive Lessor,Indiana Michigan Power Company,Other boiler,Diesel Oil,,,Operating,603
IN,Rockport,6166,MB1,2020,Electric Utility,37.9256,-87.0372,Indiana Michigan Power Company,Indiana Michigan Power Company,Dry bottom wall-fired boiler,Coal,,12/10/1984,Operating,13400
IN,Rockport,6166,MB2,2020,Electric Utility,37.9256,-87.0372,Passive Lessors,Indiana Michigan Power Company,Dry bottom wall-fired boiler,Coal,,12/1/1989,Operating,13400
IN,St. Joseph Energy Center LLC,57794,CTG01A,2020,Electric Utility,41.6996,-86.4814,"St. Joseph Energy Center, LLC","St. Joseph Energy Center, LLC",Combined cycle,Pipeline Natural Gas,,12/29/2017,Operating,2636
IN,St. Joseph Energy Center LLC,57794,CTG01B,2020,Electric Utility,41.6996,-86.4814,"St. Joseph Energy Center, LLC","St. Joseph Energy Center, LLC",Combined cycle,Pipeline Natural Gas,,12/17/2017,Operating,2636
IN,Sugar Creek Generating Station,55364,CT11,2020,Electric Utility,39.3922,-87.5103,Northern Indiana Public Service Company,Northern Indiana Public Service Company,Combined cycle,Pipeline Natural Gas,,6/1/2002,Operating,2800
IN,Sugar Creek Generating Station,55364,CT12,2020,Electric Utility,39.3922,-87.5103,Northern Indiana Public Service Company,Northern Indiana Public Service Company,Combined cycle,Pipeline Natural Gas,,6/1/2002,Operating,2800
IN,US Steel Corp - Gary Works,50733,701B1,2020,Industrial Boiler,41.6133,-87.3281,United States Steel Corporation,"US Steel Corp., Gary Works",Dry bottom wall-fired boiler,Process Gas,Pipeline Natural Gas,1/1/1948,Operating,400
IN,US Steel Corp - Gary Works,50733,701B2,2020,Industrial Boiler,41.6133,-87.3281,United States Steel Corporation,"US Steel Corp., Gary Works",Dry bottom wall-fired boiler,Process Gas,Pipeline Natural Gas,1/1/1948,Operating,400
IN,US Steel Corp - Gary Works,50733,701B3,2020,Industrial Boiler,41.6133,-87.3281,United States Steel Corporation,"US Steel Corp., Gary Works",Dry bottom wall-fired boiler,Process Gas,Pipeline Natural Gas,1/1/1948,Operating,400
IN,US Steel Corp - Gary Works,50733,701B5,2020,Industrial Boiler,41.6133,-87.3281,United States Steel Corporation,"US Steel Corp., Gary Works",Dry bottom wall-fired boiler,Process Gas,Pipeline Natural Gas,1/1/1956,Operating,450
IN,US Steel Corp - Gary Works,50733,701B6,2020,Industrial Boiler,41.6133,-87.3281,United States Steel Corporation,"US Steel Corp., Gary Works",Dry bottom wall-fired boiler,Process Gas,Pipeline Natural Gas,1/1/1971,Operating,710
IN,US Steel Corp - Gary Works,50733,720B1,2020,Industrial Boiler,41.6133,-87.3281,United States Steel Corporation,"US Steel Corp., Gary Works",Dry bottom wall-fired boiler,Process Gas,"Residual Oil, Pipeline Natural Gas",1/1/1967,Operating,500
IN,US Steel Corp - Gary Works,50733,720B2,2020,Industrial Boiler,41.6133,-87.3281,United States Steel Corporation,"US Steel Corp., Gary Works",Dry bottom wall-fired boiler,Process Gas,"Residual Oil, Pipeline Natural Gas",1/1/1967,Operating,500
IN,US Steel Corp - Gary Works,50733,720B3,2020,Industrial Boiler,41.6133,-87.3281,United States Steel Corporation,"US Steel Corp., Gary Works",Dry bottom wall-fired boiler,Process Gas,Pipeline Natural Gas,1/1/1967,Operating,500
IN,Vermillion Generating Station,55111,1,2020,Electric Utility,39.9208,-87.445,"Duke Energy Indiana, LLC, Wabash Valley Power Association, Inc.","Duke Energy Indiana, LLC",Combustion turbine,Pipeline Natural Gas,,3/16/2000,Operating,1272
IN,Vermillion Generating Station,55111,2,2020,Electric Utility,39.9208,-87.445,"Duke Energy Indiana, LLC, Wabash Valley Power Association, Inc.","Duke Energy Indiana, LLC",Combustion turbine,Pipeline Natural Gas,,3/23/2000,Operating,1272
IN,Vermillion Generating Station,55111,3,2020,Electric Utility,39.9208,-87.445,"Duke Energy Indiana, LLC, Wabash Valley Power Association, Inc.","Duke Energy Indiana, LLC",Combustion turbine,Pipeline Natural Gas,,4/11/2000,Operating,1272
IN,Vermillion Generating Station,55111,4,2020,Electric Utility,39.9208,-87.445,"Duke Energy Indiana, LLC, Wabash Valley Power Association, Inc.","Duke Energy Indiana, LLC",Combustion turbine,Pipeline Natural Gas,,4/14/2000,Operating,1272
IN,Vermillion Generating Station,55111,5,2020,Electric Utility,39.9208,-87.445,"Duke Energy Indiana, LLC, Wabash Valley Power Association, Inc.","Duke Energy Indiana, LLC",Combustion turbine,Pipeline Natural Gas,,4/20/2000,Operating,1272
IN,Vermillion Generating Station,55111,6,2020,Electric Utility,39.9208,-87.445,"Duke Energy Indiana, LLC, Wabash Valley Power Association, Inc.","Duke Energy Indiana, LLC",Combustion turbine,Pipeline Natural Gas,,4/29/2000,Operating,1272
IN,Vermillion Generating Station,55111,7,2020,Electric Utility,39.9208,-87.445,"Duke Energy Indiana, LLC, Wabash Valley Power Association, Inc.","Duke Energy Indiana, LLC",Combustion turbine,Pipeline Natural Gas,,5/8/2000,Operating,1272
IN,Vermillion Generating Station,55111,8,2020,Electric Utility,39.9208,-87.445,"Duke Energy Indiana, LLC, Wabash Valley Power Association, Inc.","Duke Energy Indiana, LLC",Combustion turbine,Pipeline Natural Gas,,5/15/2000,Operating,1272
IN,Wabash River Highland Plant,57842,1,2020,Electric Utility,39.5326,-87.4262,"Wabash Valley Power Association, Inc.",NAES Corporation,Combustion turbine,Pipeline Natural Gas,,12/16/1953,Operating,2200
IN,Wheatland Generating Facility LLC,55224,EU-01,2020,Electric Utility,38.6716,-87.2931,"Duke Energy Indiana, LLC","Duke Energy Indiana, LLC",Combustion turbine,Pipeline Natural Gas,,6/1/2000,Operating,1600
IN,Wheatland Generating Facility LLC,55224,EU-02,2020,Electric Utility,38.6716,-87.2931,"Duke Energy Indiana, LLC","Duke Energy Indiana, LLC",Combustion turbine,Pipeline Natural Gas,,6/1/2000,Operating,1600
IN,Wheatland Generating Facility LLC,55224,EU-03,2020,Electric Utility,38.6716,-87.2931,"Duke Energy Indiana, LLC","Duke Energy Indiana, LLC",Combustion turbine,Pipeline Natural Gas,,6/1/2000,Operating,1600
IN,Wheatland Generating Facility LLC,55224,EU-04,2020,Electric Utility,38.6716,-87.2931,"Duke Energy Indiana, LLC","Duke Energy Indiana, LLC",Combustion turbine,Pipeline Natural Gas,,6/1/2000,Operating,1600
IN,Whitewater Valley,1040,1,2020,Electric Utility,39.8028,-84.8953,Richmond Power and Light,Indiana Municipal Power Agency,Dry bottom wall-fired boiler,Coal,Diesel Oil,3/13/1955,Operating,425
IN,Whitewater Valley,1040,2,2020,Electric Utility,39.8028,-84.8953,Richmond Power and Light,Indiana Municipal Power Agency,Tangentially-fired,Coal,Diesel Oil,5/16/1973,Operating,729
IN,"Whiting Clean Energy, Inc.",55259,CT1,2020,Cogeneration,41.6739,-87.4778,"Whiting Clean Energy, Inc.","Whiting Clean Energy, Inc.",Combined cycle,Pipeline Natural Gas,,7/21/2001,Operating,2994
IN,"Whiting Clean Energy, Inc.",55259,CT2,2020,Cogeneration,41.6739,-87.4778,"Whiting Clean Energy, Inc.","Whiting Clean Energy, Inc.",Combined cycle,Pipeline Natural Gas,,7/13/2001,Operating,2994
IN,Worthington Generation,55148,1,2020,Electric Utility,39.0717,-87.0128,"Hoosier Energy REC, Inc.","Hoosier Energy REC, Inc.",Combustion turbine,Pipeline Natural Gas,,6/1/2000,Operating,508
IN,Worthington Generation,55148,2,2020,Electric Utility,39.0717,-87.0128,"Hoosier Energy REC, Inc.","Hoosier Energy REC, Inc.",Combustion turbine,Pipeline Natural Gas,,6/1/2000,Operating,508
IN,Worthington Generation,55148,3,2020,Electric Utility,39.0717,-87.0128,"Hoosier Energy REC, Inc.","Hoosier Energy REC, Inc.",Combustion turbine,Pipeline Natural Gas,,6/1/2000,Operating,508
IN,Worthington Generation,55148,4,2020,Electric Utility,39.0717,-87.0128,"Hoosier Energy REC, Inc.","Hoosier Energy REC, Inc.",Combustion turbine,Pipeline Natural Gas,,6/1/2000,Operating,508
KS,Chanute 2,1268,14,2020,Electric Utility,37.6953,-95.4586,City of Chanute,City of Chanute,Combustion turbine,Pipeline Natural Gas,,7/1/2001,Operating,593
KS,Cimarron River,1230,1,2020,Electric Utility,37.1611,-100.7619,"Mid-Kansas Electric Company, LLC, Sunflower Electric Power Corporation",Sunflower Electric Power Corporation,Dry bottom wall-fired boiler,Pipeline Natural Gas,,10/3/1963,Operating,764
KS,Clifton Station,8037,CL1,2020,Electric Utility,39.6125,-97.2778,"Mid-Kansas Electric Company, LLC, Sunflower Electric Power Corporation",Sunflower Electric Power Corporation,Combustion turbine,Pipeline Natural Gas,,12/1/1974,Operating,1425
KS,Coffeyville,1271,4,2020,Electric Utility,37.0456,-95.6076,Coffeyville Municipal Light & Power,Coffeyville Municipal Light & Power,Dry bottom wall-fired boiler,Pipeline Natural Gas,,1/1/1973,Operating,510
KS,East 12th Street,7013,4,2020,Electric Utility,37.2376,-96.9619,City of Winfield Kansas,City of Winfield Kansas,Dry bottom wall-fired boiler,Pipeline Natural Gas,,4/1/1970,Operating,356
KS,Emporia Energy Center,56502,EEC1,2020,Electric Utility,38.4464,-96.0651,"Evergy, Inc., Westar Energy, Inc.","Evergy, Inc., Westar Energy, Inc.",Combustion turbine,Pipeline Natural Gas,,6/7/2008,Operating,500
KS,Emporia Energy Center,56502,EEC2,2020,Electric Utility,38.4464,-96.0651,"Evergy, Inc., Westar Energy, Inc.","Evergy, Inc., Westar Energy, Inc.",Combustion turbine,Pipeline Natural Gas,,6/2/2008,Operating,500
KS,Emporia Energy Center,56502,EEC3,2020,Electric Utility,38.4464,-96.0651,"Evergy, Inc., Westar Energy, Inc.","Evergy, Inc., Westar Energy, Inc.",Combustion turbine,Pipeline Natural Gas,,5/9/2008,Operating,500
KS,Emporia Energy Center,56502,EEC4,2020,Electric Utility,38.4464,-96.0651,"Evergy, Inc., Westar Energy, Inc.","Evergy, Inc., Westar Energy, Inc.",Combustion turbine,Pipeline Natural Gas,,5/10/2008,Operating,500
KS,Emporia Energy Center,56502,EEC5,2020,Electric Utility,38.4464,-96.0651,"Evergy, Inc., Westar Energy, Inc.","Evergy, Inc., Westar Energy, Inc.",Combustion turbine,Pipeline Natural Gas,,6/6/2008,Operating,2000
KS,Emporia Energy Center,56502,EEC6,2020,Electric Utility,38.4464,-96.0651,"Evergy, Inc., Westar Energy, Inc.","Evergy, Inc., Westar Energy, Inc.",Combustion turbine,Pipeline Natural Gas,,1/24/2009,Operating,2000
KS,Emporia Energy Center,56502,EEC7,2020,Electric Utility,38.4464,-96.0651,"Evergy, Inc., Westar Energy, Inc.","Evergy, Inc., Westar Energy, Inc.",Combustion turbine,Pipeline Natural Gas,,2/18/2009,Operating,2000
KS,Fort Dodge aka Judson Large,1233,4,2020,Electric Utility,37.7328,-99.9497,"Mid-Kansas Electric Company, LLC, Sunflower Electric Power Corporation",Sunflower Electric Power Corporation,Dry bottom wall-fired boiler,Pipeline Natural Gas,,6/1/1969,Operating,1648
KS,Garden City,1336,S-2,2020,Electric Utility,37.9703,-100.8956,Sunflower Electric Power Corporation,Sunflower Electric Power Corporation,Tangentially-fired,Pipeline Natural Gas,,4/1/1973,Operating,1260
KS,Garden City,1336,S-4,2020,Electric Utility,37.9703,-100.8956,Sunflower Electric Power Corporation,Sunflower Electric Power Corporation,Combustion turbine,Pipeline Natural Gas,,5/15/1976,Operating,723
KS,Garden City,1336,S-5,2020,Electric Utility,37.9703,-100.8956,Sunflower Electric Power Corporation,Sunflower Electric Power Corporation,Combustion turbine,Pipeline Natural Gas,,7/16/1979,Operating,720.2
KS,Gordon Evans Energy Center,1240,E1CT,2020,Electric Utility,37.7903,-97.5217,"Evergy, Inc., Westar Energy, Inc.","Evergy, Inc., Westar Energy, Inc.",Combustion turbine,Pipeline Natural Gas,Diesel Oil,6/8/2000,Operating,975
KS,Gordon Evans Energy Center,1240,E2CT,2020,Electric Utility,37.7903,-97.5217,"Evergy, Inc., Westar Energy, Inc.","Evergy, Inc., Westar Energy, Inc.",Combustion turbine,Pipeline Natural Gas,Diesel Oil,6/8/2000,Operating,975
KS,Gordon Evans Energy Center,1240,E3CT,2020,Electric Utility,37.7903,-97.5217,"Evergy, Inc., Westar Energy, Inc.","Evergy, Inc., Westar Energy, Inc.",Combustion turbine,Pipeline Natural Gas,Diesel Oil,6/21/2001,Operating,1860
KS,Great Bend Station aka Arthur Mullergren,1235,3,2020,Electric Utility,38.41,-98.8689,"Mid-Kansas Electric Company, LLC, Sunflower Electric Power Corporation",Sunflower Electric Power Corporation,Dry bottom wall-fired boiler,Pipeline Natural Gas,,12/17/1963,Operating,1046.2
KS,Holcomb,108,SGU1,2020,Electric Utility,37.9306,-100.9725,Sunflower Electric Power Corporation,Sunflower Electric Power Corporation,Dry bottom wall-fired boiler,Coal,,8/1/1983,Operating,4320
KS,Hutchinson Energy Center,1248,CT-1,2020,Electric Utility,38.0906,-97.8747,"Evergy, Inc., Westar Energy, Inc.","Evergy, Inc., Westar Energy, Inc.",Combustion turbine,Pipeline Natural Gas,Diesel Oil,5/30/1974,Operating,775
KS,Hutchinson Energy Center,1248,CT-2,2020,Electric Utility,38.0906,-97.8747,"Evergy, Inc., Westar Energy, Inc.","Evergy, Inc., Westar Energy, Inc.",Combustion turbine,Pipeline Natural Gas,Diesel Oil,5/18/1974,Operating,775
KS,Hutchinson Energy Center,1248,CT-3,2020,Electric Utility,38.0906,-97.8747,"Evergy, Inc., Westar Energy, Inc.","Evergy, Inc., Westar Energy, Inc.",Combustion turbine,Pipeline Natural Gas,Diesel Oil,5/11/1974,Operating,775
KS,Hutchinson Energy Center,1248,CT-4,2020,Electric Utility,38.0906,-97.8747,"Evergy, Inc., Westar Energy, Inc.","Evergy, Inc., Westar Energy, Inc.",Combustion turbine,Diesel Oil,,6/28/1975,Operating,1162
KS,Jeffrey Energy Center,6068,1,2020,Electric Utility,39.2825,-96.1153,"Evergy, Inc., Kansas Gas & Electric Company, Westar Energy, Inc.","Evergy, Inc., Westar Energy, Inc.",Tangentially-fired,Coal,,7/31/1978,Operating,8500
KS,Jeffrey Energy Center,6068,2,2020,Electric Utility,39.2825,-96.1153,"Evergy, Inc., Kansas Gas & Electric Company, Westar Energy, Inc.","Evergy, Inc., Westar Energy, Inc.",Tangentially-fired,Coal,,5/1/1980,Operating,8500
KS,Jeffrey Energy Center,6068,3,2020,Electric Utility,39.2825,-96.1153,"Evergy, Inc., Kansas Gas & Electric Company, Westar Energy, Inc.","Evergy, Inc., Westar Energy, Inc.",Tangentially-fired,Coal,,5/27/1983,Operating,8500
KS,La Cygne,1241,1,2020,Electric Utility,38.3472,-94.6389,"Evergy, Inc., Kansas City Power & Light Company, Westar Energy, Inc.","Evergy, Inc., Kansas City Power & Light Company",Cyclone boiler,Coal,,3/1/1973,Operating,8850
KS,La Cygne,1241,2,2020,Electric Utility,38.3472,-94.6389,"Evergy, Inc., Kansas City Power & Light Company, Westar Energy, Inc.","Evergy, Inc., Kansas City Power & Light Company",Dry bottom wall-fired boiler,Coal,Other Oil,2/1/1977,Operating,7700
KS,Lawrence Energy Center,1250,4,2020,Electric Utility,39.0072,-95.2692,"Evergy, Inc., Westar Energy, Inc.","Evergy, Inc., Westar Energy, Inc.",Tangentially-fired,Coal,Pipeline Natural Gas,3/11/1960,Operating,1409
